"X1","X2","bigram","label"
"warning","sign","warning sign","business"
"sign","current","sign current","business"
"current","economic","current economic","business"
"economic","trends","economic trends","business"
"trends","continue","trends continue","business"
"continue","dollar","continue dollar","business"
"dollar","sinking","dollar sinking","business"
"sinking","credit","sinking credit","business"
"credit","markets","credit markets","business"
"markets","react","markets react","business"
"react","rates","react rates","business"
"rates","creep","rates creep","business"
"creep","upwards","creep upwards","business"
"upwards","shock","upwards shock","business"
"shock","interestsensitive","shock interestsensitive","business"
"interestsensitive","industries","interestsensitive industries","business"
"industries","feel","industries feel","business"
"feel","pain","feel pain","business"
"pain","immediately","pain immediately","business"
"immediately","sectors","immediately sectors","business"
"sectors","housing","sectors housing","business"
"housing","automobiles","housing automobiles","business"
"automobiles","consumer","automobiles consumer","business"
"consumer","durables","consumer durables","business"
"durables","agriculture","durables agriculture","business"
"agriculture","business","agriculture business","business"
"business","recall","business recall","business"
"recall","news","recall news","business"
"news","footage","news footage","business"
"footage","angry","footage angry","business"
"angry","farmers","angry farmers","business"
"farmers","driving","farmers driving","business"
"driving","heavy","driving heavy","business"
"heavy","equipment","heavy equipment","business"
"equipment","capitol","equipment capitol","business"
"capitol","late","capitol late","business"
"late","constitutional","late constitutional","business"
"constitutional","amendments","constitutional amendments","business"
"amendments","balance","amendments balance","business"
"balance","budget","balance budget","business"
"budget","public","budget public","business"
"public","outcry","public outcry","business"
"outcry","force","outcry force","business"
"force","congress","force congress","business"
"congress","act","congress act","business"
"act","act","act act","business"
"act","wisely","act wisely","business"
"wisely","matter","wisely matter","business"
"matter","happen","matter happen","business"
"happen","definition","happen definition","business"
"definition","deficit","definition deficit","business"
"deficit","means","deficit means","business"
"means","revenue","means revenue","business"
"revenue","spending","revenue spending","business"
"spending","neutral","spending neutral","business"
"neutral","description","neutral description","business"
"description","doesnt","description doesnt","business"
"doesnt","adequately","doesnt adequately","business"
"adequately","capture","adequately capture","business"
"capture","current","capture current","business"
"current","situation","current situation","business"
"situation","federal","situation federal","business"
"federal","revenues","federal revenues","business"
"revenues","levels","revenues levels","business"
"levels","spending","levels spending","business"
"spending","remains","spending remains","business"
"remains","recent","remains recent","business"
"recent","decades","recent decades","business"
"decades","addition","decades addition","business"
